sija;hinta_sis_alv;hinta_alv0;urakkasumma_alv0;materiaalit_osto_alv0;materiaalit_alv0;laudoitus;raystas;homeenesto;maalinpoisto;pohjamaalaus;varinvaihto;maasto;korkeus;seinapinta_m2;maalit_l;tyo_h;kesto_pv
268;6037,61;4810,85;2070,11;656,86;492,64;Rimalaudoitus;Umpiräystäs;ei;Ei maalinpoistoa;Pohjamaalaus, 2 seinää;ei;Lievä rinne;Korkea;187,59;47,02;65,59;4,10
269;6040,30;4812,99;2031,25;710,45;532,84;Rimalaudoitus;Umpiräystäs;ei;Vaikea, 4 seinää;Pohjamaalaus, 2 seinää;ei;Tasainen;Keskitaso;187,59;47,02;64,36;4,02
270;6045,61;4817,22;2064,45;669,70;502,27;Lomalaudoitus;Avoräystäs;ei;Vaikea, 2 seinää;Ei pohjamaalausta;ei;Tasainen;Korkea;218,13;44,55;65,41;4,09
271;6045,61;4817,22;2064,45;669,70;502,27;Lomalaudoitus;Avoräystäs;ei;Vaikea, 2 seinää;Ei pohjamaalausta;ei;Lievä rinne;Keskitaso;218,13;44,55;65,41;4,09
272;6047,58;4818,79;2083,29;645,89;484,42;Rimalaudoitus;Avoräystäs;kyllä;Helppo, 4 seinää;Ei pohjamaalausta;ei;Tasainen;Korkea;187,59;39,75;66,01;4,13
273;6047,58;4818,79;2083,29;645,89;484,42;Rimalaudoitus;Avoräystäs;kyllä;Helppo, 4 seinää;Ei pohjamaalausta;ei;Lievä rinne;Keskitaso;187,59;39,75;66,01;4,13
274;6050,63;4821,22;2102,47;622,33;466,75;Panelointi;Avoräystäs;kyllä;Vaikea, 4 seinää;Ei pohjamaalausta;ei;Tasainen;Korkea;174,50;37,69;66,61;4,16
275;6050,63;4821,22;2102,47;622,33;466,75;Panelointi;Avoräystäs;kyllä;Vaikea, 4 seinää;Ei pohjamaalausta;ei;Lievä rinne;Keskitaso;174,50;37,69;66,61;4,16
276;6051,39;4821,83;2129,97;586,17;439,63;Panelointi;Umpiräystäs;kyllä;Vaikea, 2 seinää;Ei pohjamaalausta;ei;Haastava;Keskitaso;174,50;36,54;67,48;4,22
277;6052,40;4822,63;2057,36;683,66;512,74;Rimalaudoitus;Umpiräystäs;ei;Vaikea, 2 seinää;Pohjamaalaus, 2 seinää;ei;Tasainen;Korkea;187,59;47,02;65,18;4,07
278;6052,40;4822,63;2057,36;683,66;512,74;Rimalaudoitus;Umpiräystäs;ei;Vaikea, 2 seinää;Pohjamaalaus, 2 seinää;ei;Lievä rinne;Keskitaso;187,59;47,02;65,18;4,07
279;6069,89;4836,56;2067,58;681,61;511,21;Panelointi;Umpiräystäs;kyllä;Vaikea, 4 seinää;Pohjamaalaus, 2 seinää;ei;Tasainen;Keskitaso;174,50;44,37;65,51;4,09
280;6071,31;4837,70;2042,91;715,44;536,58;Lomalaudoitus;Umpiräystäs;kyllä;Ei maalinpoistoa;Pohjamaalaus, 2 seinää;ei;Tasainen;Keskitaso;218,13;53,19;64,73;4,05
281;6072,22;4838,43;2044,82;713,50;535,12;Panelointi;Avoräystäs;kyllä;Ei maalinpoistoa;Pohjamaalaus, 4 seinää;ei;Tasainen;Keskitaso;174,50;53,36;64,79;4,05
282;6072,41;4838,57;2131,99;597,40;448,05;Panelointi;Avoräystäs;kyllä;Vaikea, 2 seinää;Ei pohjamaalausta;ei;Lievä rinne;Korkea;174,50;37,69;67,55;4,22
283;6072,62;4838,74;2121,82;611,10;458,32;Panelointi;Umpiräystäs;kyllä;Helppo, 4 seinää;Ei pohjamaalausta;ei;Lievä rinne;Korkea;174,50;36,54;67,23;4,20
284;6074,11;4839,93;2087,04;658,46;493,85;Lomalaudoitus;Umpiräystäs;kyllä;Helppo, 2 seinää;Ei pohjamaalausta;ei;Tasainen;Korkea;218,13;43,39;66,12;4,13
285;6074,11;4839,93;2087,04;658,46;493,85;Lomalaudoitus;Umpiräystäs;kyllä;Helppo, 2 seinää;Ei pohjamaalausta;ei;Lievä rinne;Keskitaso;218,13;43,39;66,12;4,13
286;6077,29;4842,46;2089,95;656,68;492,51;Panelointi;Umpiräystäs;ei;Helppo, 2 seinää;Pohjamaalaus, 2 seinää;ei;Lievä rinne;Korkea;174,50;44,37;66,22;4,14
