sija;hinta_sis_alv;hinta_alv0;urakkasumma_alv0;materiaalit_osto_alv0;materiaalit_alv0;laudoitus;raystas;homeenesto;maalinpoisto;pohjamaalaus;varinvaihto;maasto;korkeus;seinapinta_m2;maalit_l;tyo_h;kesto_pv
1598;8422,79;6711,38;3032,84;1042,00;781,50;Rimalaudoitus;Umpiräystäs;kyllä;Helppo, 4 seinää;Ei pohjamaalausta;kyllä;Haastava;Keskitaso;187,59;77,19;96,09;6,01
1599;8427,30;6714,98;3002,31;1086,03;814,52;Panelointi;Umpiräystäs;ei;Vaikea, 2 seinää;Pohjamaalaus, 4 seinää;kyllä;Lievä rinne;Korkea;174,50;88,74;95,12;5,95
1600;8434,30;6720,56;2968,10;1136,81;852,60;Rimalaudoitus;Umpiräystäs;kyllä;Helppo, 2 seinää;Pohjamaalaus, 4 seinää;kyllä;Tasainen;Korkea;187,59;94,03;94,04;5,88
1601;8434,30;6720,56;2968,10;1136,81;852,60;Rimalaudoitus;Umpiräystäs;kyllä;Helppo, 2 seinää;Pohjamaalaus, 4 seinää;kyllä;Lievä rinne;Keskitaso;187,59;94,03;94,04;5,88
1602;8440,27;6725,32;3028,26;1061,00;795,75;Rimalaudoitus;Umpiräystäs;ei;Vaikea, 2 seinää;Pohjamaalaus, 2 seinää;kyllä;Haastava;Keskitaso;187,59;85,61;95,94;6,00
1603;8447,73;6731,26;3193,45;846,26;634,69;Rimalaudoitus;Umpiräystäs;kyllä;Vaikea, 4 seinää;Pohjamaalaus, 4 seinää;ei;Haastava;Korkea;187,59;55,44;101,18;6,32
1604;8450,87;6733,76;3020,63;1079,00;809,25;Lomalaudoitus;Umpiräystäs;ei;Helppo, 2 seinää;Ei pohjamaalausta;kyllä;Haastava;Keskitaso;218,13;86,79;95,70;5,98
1605;8453,50;6735,85;2981,89;1132,59;849,44;Panelointi;Avoräystäs;ei;Vaikea, 4 seinää;Pohjamaalaus, 4 seinää;kyllä;Tasainen;Korkea;174,50;91,05;94,48;5,90
1606;8453,50;6735,85;2981,89;1132,59;849,44;Panelointi;Avoräystäs;ei;Vaikea, 4 seinää;Pohjamaalaus, 4 seinää;kyllä;Lievä rinne;Keskitaso;174,50;91,05;94,48;5,90
1607;8453,88;6736,16;3137,12;925,90;694,43;Lomalaudoitus;Umpiräystäs;kyllä;Vaikea, 4 seinää;Pohjamaalaus, 4 seinää;ei;Lievä rinne;Korkea;218,13;62,98;99,39;6,21
1608;8459,43;6740,58;3073,22;1015,20;761,40;Rimalaudoitus;Umpiräystäs;ei;Vaikea, 2 seinää;Ei pohjamaalausta;kyllä;Haastava;Korkea;187,59;77,19;97,37;6,09
1609;8460,39;6741,35;2966,33;1158,44;868,83;Rimalaudoitus;Avoräystäs;ei;Vaikea, 2 seinää;Pohjamaalaus, 4 seinää;kyllä;Tasainen;Korkea;187,59;96,34;93,98;5,87
1610;8460,39;6741,35;2966,33;1158,44;868,83;Rimalaudoitus;Avoräystäs;ei;Vaikea, 2 seinää;Pohjamaalaus, 4 seinää;kyllä;Lievä rinne;Keskitaso;187,59;96,34;93,98;5,87
1611;8462,11;6742,72;3038,38;1063,63;797,72;Rimalaudoitus;Avoräystäs;kyllä;Helppo, 4 seinää;Ei pohjamaalausta;kyllä;Lievä rinne;Korkea;187,59;79,50;96,27;6,02
1612;8462,55;6743,06;3208,03;837,76;628,32;Lomalaudoitus;Umpiräystäs;kyllä;Vaikea, 4 seinää;Pohjamaalaus, 2 seinää;ei;Haastava;Korkea;218,13;53,19;101,64;6,35
1613;8467,90;6747,33;3055,18;1045,52;784,14;Panelointi;Umpiräystäs;kyllä;Vaikea, 2 seinää;Pohjamaalaus, 2 seinää;kyllä;Haastava;Keskitaso;174,50;80,91;96,80;6,05
1614;8467,97;6747,38;3027,30;1082,73;812,05;Panelointi;Avoräystäs;ei;Ei maalinpoistoa;Pohjamaalaus, 4 seinää;kyllä;Haastava;Keskitaso;174,50;91,05;95,91;5,99
1615;8469,00;6748,21;3058,42;1042,00;781,50;Rimalaudoitus;Umpiräystäs;kyllä;Vaikea, 4 seinää;Ei pohjamaalausta;kyllä;Lievä rinne;Korkea;187,59;77,19;96,90;6,06
1616;8469,05;6748,25;2964,60;1167,14;875,35;Lomalaudoitus;Umpiräystäs;ei;Vaikea, 2 seinää;Pohjamaalaus, 2 seinää;kyllä;Tasainen;Korkea;218,13;96,58;93,93;5,87
1617;8469,05;6748,25;2964,60;1167,14;875,35;Lomalaudoitus;Umpiräystäs;ei;Vaikea, 2 seinää;Pohjamaalaus, 2 seinää;kyllä;Lievä rinne;Keskitaso;218,13;96,58;93,93;5,87
1618;8472,67;6751,13;3139,10;937,14;702,85;Lomalaudoitus;Avoräystäs;ei;Vaikea, 4 seinää;Pohjamaalaus, 4 seinää;ei;Haastava;Keskitaso;218,13;64,13;99,46;6,22
1619;8487,60;6763,03;3072,61;1036,83;777,63;Rimalaudoitus;Avoräystäs;kyllä;Vaikea, 2 seinää;Ei pohjamaalausta;kyllä;Haastava;Keskitaso;187,59;79,50;97,35;6,08
1620;8488,72;6763,92;3119,61;975,01;731,26;Panelointi;Umpiräystäs;kyllä;Vaikea, 2 seinää;Ei pohjamaalausta;kyllä;Haastava;Korkea;174,50;73,08;98,84;6,18
1621;8489,18;6764,29;3042,74;1077,84;808,38;Lomalaudoitus;Umpiräystäs;kyllä;Ei maalinpoistoa;Ei pohjamaalausta;kyllä;Haastava;Keskitaso;218,13;86,79;96,40;6,03
1622;8490,85;6765,62;3026,57;1100,63;825,47;Lomalaudoitus;Avoräystäs;ei;Helppo, 2 seinää;Ei pohjamaalausta;kyllä;Lievä rinne;Korkea;218,13;89,10;95,89;5,99
1623;8494,67;6768,66;3035,91;1091,00;818,25;Rimalaudoitus;Umpiräystäs;kyllä;Helppo, 2 seinää;Pohjamaalaus, 2 seinää;kyllä;Lievä rinne;Korkea;187,59;85,61;96,19;6,01
1624;8497,48;6770,90;2914,26;1255,28;941,46;Lomalaudoitus;Umpiräystäs;ei;Vaikea, 2 seinää;Pohjamaalaus, 4 seinää;kyllä;Tasainen;Keskitaso;218,13;106,37;92,33;5,77
1625;8505,86;6777,58;3060,01;1067,15;800,36;Panelointi;Avoräystäs;kyllä;Vaikea, 2 seinää;Pohjamaalaus, 2 seinää;kyllä;Lievä rinne;Korkea;174,50;83,22;96,95;6,06
1626;8511,64;6782,19;3014,74;1131,79;848,84;Lomalaudoitus;Avoräystäs;ei;Vaikea, 4 seinää;Ei pohjamaalausta;kyllä;Tasainen;Korkea;218,13;89,10;95,52;5,97
1627;8511,64;6782,19;3014,74;1131,79;848,84;Lomalaudoitus;Avoräystäs;ei;Vaikea, 4 seinää;Ei pohjamaalausta;kyllä;Lievä rinne;Keskitaso;218,13;89,10;95,52;5,97
1628;8512,47;6782,84;3061,20;1070,45;802,84;Panelointi;Umpiräystäs;ei;Vaikea, 4 seinää;Pohjamaalaus, 2 seinää;kyllä;Haastava;Keskitaso;174,50;80,91;96,99;6,06
1629;8512,51;6782,87;3161,21;937,14;702,85;Lomalaudoitus;Avoräystäs;kyllä;Helppo, 4 seinää;Pohjamaalaus, 4 seinää;ei;Haastava;Keskitaso;218,13;64,13;100,16;6,26
1630;8519,60;6788,52;3048,94;1092,08;819,06;Panelointi;Avoräystäs;ei;Helppo, 4 seinää;Pohjamaalaus, 2 seinää;kyllä;Haastava;Keskitaso;174,50;83,22;96,60;6,04
1631;8520,37;6789,14;3033,95;1112,63;834,48;Rimalaudoitus;Avoräystäs;ei;Vaikea, 2 seinää;Pohjamaalaus, 2 seinää;kyllä;Lievä rinne;Korkea;187,59;87,92;96,13;6,01
1632;8524,30;6792,27;3088,94;1042,22;781,67;Panelointi;Avoräystäs;ei;Ei maalinpoistoa;Pohjamaalaus, 2 seinää;kyllä;Haastava;Korkea;174,50;83,22;97,87;6,12
1633;8527,82;6795,08;3047,97;1099,47;824,60;Lomalaudoitus;Avoräystäs;kyllä;Ei maalinpoistoa;Ei pohjamaalausta;kyllä;Lievä rinne;Korkea;218,13;89,10;96,57;6,04
1634;8530,27;6797,03;3021,32;1136,81;852,60;Rimalaudoitus;Umpiräystäs;kyllä;Vaikea, 2 seinää;Pohjamaalaus, 4 seinää;kyllä;Tasainen;Korkea;187,59;94,03;95,73;5,98
1635;8530,27;6797,03;3021,32;1136,81;852,60;Rimalaudoitus;Umpiräystäs;kyllä;Vaikea, 2 seinää;Pohjamaalaus, 4 seinää;kyllä;Lievä rinne;Keskitaso;187,59;94,03;95,73;5,98
1636;8531,82;6798,26;2959,84;1219,93;914,95;Lomalaudoitus;Avoräystäs;ei;Vaikea, 4 seinää;Pohjamaalaus, 2 seinää;kyllä;Tasainen;Keskitaso;218,13;98,89;93,78;5,86
1637;8533,17;6799,34;3026,10;1132,59;849,44;Panelointi;Avoräystäs;kyllä;Helppo, 4 seinää;Pohjamaalaus, 4 seinää;kyllä;Tasainen;Korkea;174,50;91,05;95,88;5,99
1638;8533,17;6799,34;3026,10;1132,59;849,44;Panelointi;Avoräystäs;kyllä;Helppo, 4 seinää;Pohjamaalaus, 4 seinää;kyllä;Lievä rinne;Keskitaso;174,50;91,05;95,88;5,99
1639;8534,34;6800,27;3126,24;999,94;749,95;Panelointi;Umpiräystäs;ei;Vaikea, 4 seinää;Ei pohjamaalausta;kyllä;Haastava;Korkea;174,50;73,08;99,05;6,19
1640;8535,06;6800,84;3039,57;1116,03;837,02;Panelointi;Umpiräystäs;ei;Helppo, 2 seinää;Pohjamaalaus, 4 seinää;kyllä;Haastava;Keskitaso;174,50;88,74;96,30;6,02
1641;8535,27;6801,01;2987,78;1185,23;888,93;Rimalaudoitus;Avoräystäs;kyllä;Vaikea, 4 seinää;Pohjamaalaus, 4 seinää;kyllä;Tasainen;Keskitaso;187,59;96,34;94,66;5,92
1642;8538,67;6803,72;3010,39;1157,61;868,21;Lomalaudoitus;Avoräystäs;kyllä;Ei maalinpoistoa;Pohjamaalaus, 2 seinää;kyllä;Tasainen;Korkea;218,13;98,89;95,38;5,96
1643;8538,67;6803,72;3010,39;1157,61;868,21;Lomalaudoitus;Avoräystäs;kyllä;Ei maalinpoistoa;Pohjamaalaus, 2 seinää;kyllä;Lievä rinne;Keskitaso;218,13;98,89;95,38;5,96
1644;8539,25;6804,19;3112,75;1021,57;766,17;Panelointi;Avoräystäs;ei;Helppo, 4 seinää;Ei pohjamaalausta;kyllä;Haastava;Korkea;174,50;75,39;98,62;6,16
1645;8545,72;6809,34;2990,94;1188,77;891,58;Lomalaudoitus;Avoräystäs;ei;Helppo, 2 seinää;Pohjamaalaus, 2 seinää;kyllä;Tasainen;Korkea;218,13;98,89;94,76;5,92
1646;8545,72;6809,34;2990,94;1188,77;891,58;Lomalaudoitus;Avoräystäs;ei;Helppo, 2 seinää;Pohjamaalaus, 2 seinää;kyllä;Lievä rinne;Keskitaso;218,13;98,89;94,76;5,92
1647;8546,73;6810,15;3203,60;905,98;679,48;Lomalaudoitus;Avoräystäs;ei;Vaikea, 2 seinää;Pohjamaalaus, 4 seinää;ei;Haastava;Korkea;218,13;64,13;101,50;6,34
1648;8550,01;6812,76;3065,84;1092,08;819,06;Panelointi;Avoräystäs;ei;Vaikea, 4 seinää;Pohjamaalaus, 2 seinää;kyllä;Lievä rinne;Korkea;174,50;83,22;97,14;6,07
1649;8553,02;6815,15;3102,43;1045,52;784,14;Panelointi;Umpiräystäs;ei;Helppo, 2 seinää;Pohjamaalaus, 2 seinää;kyllä;Haastava;Korkea;174,50;80,91;98,29;6,14
1650;8553,75;6815,74;3120,81;1021,57;766,17;Panelointi;Avoräystäs;kyllä;Vaikea, 4 seinää;Ei pohjamaalausta;kyllä;Haastava;Keskitaso;174,50;75,39;98,88;6,18
1651;8557,41;6818,66;3091,29;1063,63;797,72;Rimalaudoitus;Avoräystäs;ei;Vaikea, 4 seinää;Ei pohjamaalausta;kyllä;Haastava;Keskitaso;187,59;79,50;97,94;6,12
1652;8559,53;6820,34;2955,89;1245,75;934,31;Lomalaudoitus;Avoräystäs;kyllä;Ei maalinpoistoa;Pohjamaalaus, 4 seinää;kyllä;Tasainen;Keskitaso;218,13;108,68;93,65;5,85
1653;8563,62;6823,60;2977,52;1219,93;914,95;Lomalaudoitus;Avoräystäs;kyllä;Helppo, 4 seinää;Pohjamaalaus, 2 seinää;kyllä;Tasainen;Keskitaso;218,13;98,89;94,34;5,90
1654;8563,86;6823,80;3036,89;1140,96;855,72;Panelointi;Umpiräystäs;kyllä;Vaikea, 4 seinää;Pohjamaalaus, 4 seinää;kyllä;Tasainen;Korkea;174,50;88,74;96,22;6,01
1655;8563,86;6823,80;3036,89;1140,96;855,72;Panelointi;Umpiräystäs;kyllä;Vaikea, 4 seinää;Pohjamaalaus, 4 seinää;kyllä;Lievä rinne;Keskitaso;174,50;88,74;96,22;6,01
1656;8567,44;6826,64;3116,97;1036,83;777,63;Rimalaudoitus;Avoräystäs;ei;Helppo, 2 seinää;Ei pohjamaalausta;kyllä;Haastava;Korkea;187,59;79,50;98,76;6,17
1657;8569,75;6828,49;2938,21;1276,91;957,68;Lomalaudoitus;Avoräystäs;ei;Helppo, 2 seinää;Pohjamaalaus, 4 seinää;kyllä;Tasainen;Keskitaso;218,13;108,68;93,09;5,82
1658;8573,81;6831,72;3044,90;1137,66;853,25;Panelointi;Avoräystäs;ei;Helppo, 2 seinää;Pohjamaalaus, 4 seinää;kyllä;Lievä rinne;Korkea;174,50;91,05;96,47;6,03
1659;8576,30;6833,71;3099,17;1067,15;800,36;Panelointi;Avoräystäs;kyllä;Helppo, 2 seinää;Pohjamaalaus, 2 seinää;kyllä;Haastava;Keskitaso;174,50;83,22;98,19;6,14
1660;8580,63;6837,16;3207,52;925,90;694,43;Lomalaudoitus;Umpiräystäs;ei;Helppo, 4 seinää;Pohjamaalaus, 4 seinää;ei;Haastava;Korkea;218,13;62,98;101,62;6,35
1661;8581,65;6837,97;3068,03;1112,63;834,48;Rimalaudoitus;Avoräystäs;ei;Helppo, 2 seinää;Pohjamaalaus, 2 seinää;kyllä;Haastava;Keskitaso;187,59;87,92;97,21;6,08
1662;8582,32;6838,50;3231,83;894,74;671,06;Lomalaudoitus;Umpiräystäs;kyllä;Helppo, 2 seinää;Pohjamaalaus, 4 seinää;ei;Haastava;Korkea;218,13;62,98;102,39;6,40
1663;8585,40;6840,95;3201,74;937,14;702,85;Lomalaudoitus;Avoräystäs;kyllä;Vaikea, 4 seinää;Pohjamaalaus, 4 seinää;ei;Lievä rinne;Korkea;218,13;64,13;101,44;6,34
1664;8587,07;6842,29;3034,19;1161,79;871,34;Lomalaudoitus;Avoräystäs;kyllä;Helppo, 4 seinää;Ei pohjamaalausta;kyllä;Tasainen;Korkea;218,13;89,10;96,13;6,01
1665;8587,07;6842,29;3034,19;1161,79;871,34;Lomalaudoitus;Avoräystäs;kyllä;Helppo, 4 seinää;Ei pohjamaalausta;kyllä;Lievä rinne;Keskitaso;218,13;89,10;96,13;6,01
1666;8591,73;6846,00;3089,80;1091,10;818,33;Panelointi;Umpiräystäs;kyllä;Ei maalinpoistoa;Pohjamaalaus, 4 seinää;kyllä;Haastava;Keskitaso;174,50;88,74;97,89;6,12
1667;8592,35;6846,50;3019,55;1185,23;888,93;Rimalaudoitus;Avoräystäs;ei;Helppo, 4 seinää;Pohjamaalaus, 4 seinää;kyllä;Tasainen;Korkea;187,59;96,34;95,67;5,98
1668;8592,35;6846,50;3019,55;1185,23;888,93;Rimalaudoitus;Avoräystäs;ei;Helppo, 4 seinää;Pohjamaalaus, 4 seinää;kyllä;Lievä rinne;Keskitaso;187,59;96,34;95,67;5,98
1669;8592,51;6846,63;3009,84;1198,30;898,72;Lomalaudoitus;Umpiräystäs;kyllä;Vaikea, 4 seinää;Pohjamaalaus, 2 seinää;kyllä;Tasainen;Keskitaso;218,13;96,58;95,36;5,96
1670;8595,10;6848,68;3266,88;857,49;643,12;Rimalaudoitus;Avoräystäs;kyllä;Vaikea, 4 seinää;Pohjamaalaus, 4 seinää;ei;Haastava;Korkea;187,59;56,59;103,51;6,47
1671;8599,24;6851,99;3114,16;1064,21;798,15;Rimalaudoitus;Umpiräystäs;ei;Ei maalinpoistoa;Pohjamaalaus, 2 seinää;kyllä;Haastava;Korkea;187,59;85,61;98,67;6,17
1672;8599,56;6852,24;3056,77;1140,96;855,72;Panelointi;Umpiräystäs;ei;Helppo, 4 seinää;Pohjamaalaus, 4 seinää;kyllä;Lievä rinne;Korkea;174,50;88,74;96,85;6,05
1673;8599,94;6852,54;3094,45;1091,00;818,25;Rimalaudoitus;Umpiräystäs;kyllä;Vaikea, 2 seinää;Pohjamaalaus, 2 seinää;kyllä;Lievä rinne;Korkea;187,59;85,61;98,04;6,13
1674;8602,22;6854,36;3039,49;1165,98;874,48;Lomalaudoitus;Umpiräystäs;ei;Ei maalinpoistoa;Pohjamaalaus, 2 seinää;kyllä;Lievä rinne;Korkea;218,13;96,58;96,30;6,02
1675;8602,76;6854,79;3111,43;1070,45;802,84;Panelointi;Umpiräystäs;kyllä;Helppo, 4 seinää;Pohjamaalaus, 2 seinää;kyllä;Haastava;Keskitaso;174,50;80,91;98,58;6,16
1676;8604,92;6856,51;3168,00;996,64;747,48;Panelointi;Avoräystäs;kyllä;Helppo, 2 seinää;Ei pohjamaalausta;kyllä;Haastava;Korkea;174,50;75,39;100,37;6,27
1677;8609,82;6860,42;3281,46;849,00;636,75;Lomalaudoitus;Avoräystäs;kyllä;Vaikea, 4 seinää;Pohjamaalaus, 2 seinää;ei;Haastava;Korkea;218,13;54,34;103,97;6,50
1678;8610,91;6861,28;3087,06;1109,00;831,75;Lomalaudoitus;Umpiräystäs;kyllä;Helppo, 2 seinää;Ei pohjamaalausta;kyllä;Lievä rinne;Korkea;218,13;86,79;97,81;6,11
1679;8613,87;6863,65;3162,94;1010,04;757,53;Rimalaudoitus;Avoräystäs;kyllä;Ei maalinpoistoa;Ei pohjamaalausta;kyllä;Haastava;Korkea;187,59;79,50;100,21;6,26
1680;8613,90;6863,66;3065,48;1140,01;855,01;Rimalaudoitus;Umpiräystäs;ei;Ei maalinpoistoa;Pohjamaalaus, 4 seinää;kyllä;Haastava;Keskitaso;187,59;94,03;97,12;6,07
1681;8614,41;6864,08;3002,68;1224,12;918,09;Lomalaudoitus;Umpiräystäs;ei;Ei maalinpoistoa;Pohjamaalaus, 4 seinää;kyllä;Tasainen;Korkea;218,13;106,37;95,13;5,95
1682;8614,41;6864,08;3002,68;1224,12;918,09;Lomalaudoitus;Umpiräystäs;ei;Ei maalinpoistoa;Pohjamaalaus, 4 seinää;kyllä;Lievä rinne;Keskitaso;218,13;106,37;95,13;5,95
1683;8614,45;6864,10;3065,67;1140,16;855,12;Lomalaudoitus;Umpiräystäs;ei;Helppo, 4 seinää;Ei pohjamaalausta;kyllä;Lievä rinne;Korkea;218,13;86,79;97,13;6,07
1684;8615,27;6864,75;3139,74;1042,00;781,50;Rimalaudoitus;Umpiräystäs;ei;Helppo, 4 seinää;Ei pohjamaalausta;kyllä;Haastava;Korkea;187,59;77,19;99,48;6,22
1685;8617,88;6866,84;3090,95;1109,00;831,75;Lomalaudoitus;Umpiräystäs;ei;Vaikea, 2 seinää;Ei pohjamaalausta;kyllä;Haastava;Keskitaso;218,13;86,79;97,93;6,12
1686;8618,65;6867,45;3157,69;1020,59;765,44;Panelointi;Umpiräystäs;kyllä;Ei maalinpoistoa;Pohjamaalaus, 2 seinää;kyllä;Haastava;Korkea;174,50;80,91;100,05;6,25
1687;8620,57;6868,98;3109,83;1085,84;814,38;Rimalaudoitus;Avoräystäs;kyllä;Ei maalinpoistoa;Pohjamaalaus, 2 seinää;kyllä;Haastava;Keskitaso;187,59;87,92;98,53;6,16
1688;8621,73;6869,91;3069,73;1140,16;855,12;Lomalaudoitus;Umpiräystäs;kyllä;Vaikea, 4 seinää;Ei pohjamaalausta;kyllä;Tasainen;Korkea;218,13;86,79;97,26;6,08
1689;8621,73;6869,91;3069,73;1140,16;855,12;Lomalaudoitus;Umpiräystäs;kyllä;Vaikea, 4 seinää;Ei pohjamaalausta;kyllä;Lievä rinne;Keskitaso;218,13;86,79;97,26;6,08
1690;8622,37;6870,41;3026,48;1198,30;898,72;Lomalaudoitus;Umpiräystäs;ei;Helppo, 4 seinää;Pohjamaalaus, 2 seinää;kyllä;Tasainen;Korkea;218,13;96,58;95,89;5,99
1691;8622,37;6870,41;3026,48;1198,30;898,72;Lomalaudoitus;Umpiräystäs;ei;Helppo, 4 seinää;Pohjamaalaus, 2 seinää;kyllä;Lievä rinne;Keskitaso;218,13;96,58;95,89;5,99
1692;8625,74;6873,10;3088,74;1117,80;838,35;Rimalaudoitus;Umpiräystäs;ei;Helppo, 4 seinää;Pohjamaalaus, 2 seinää;kyllä;Haastava;Keskitaso;187,59;85,61;97,86;6,12
1693;8627,50;6874,50;3093,52;1112,73;834,55;Panelointi;Avoräystäs;kyllä;Ei maalinpoistoa;Pohjamaalaus, 4 seinää;kyllä;Lievä rinne;Korkea;174,50;91,05;98,01;6,13
1694;8629,48;6876,08;3126,34;1070,45;802,84;Panelointi;Umpiräystäs;kyllä;Vaikea, 4 seinää;Pohjamaalaus, 2 seinää;kyllä;Lievä rinne;Korkea;174,50;80,91;99,05;6,19
1695;8630,09;6876,57;3235,09;925,90;694,43;Lomalaudoitus;Umpiräystäs;kyllä;Vaikea, 4 seinää;Pohjamaalaus, 4 seinää;ei;Haastava;Keskitaso;218,13;62,98;102,50;6,41
1696;8630,35;6876,77;2988,20;1255,28;941,46;Lomalaudoitus;Umpiräystäs;kyllä;Helppo, 2 seinää;Pohjamaalaus, 4 seinää;kyllä;Tasainen;Keskitaso;218,13;106,37;94,68;5,92
1697;8632,41;6878,42;3133,09;1063,63;797,72;Rimalaudoitus;Avoräystäs;kyllä;Helppo, 4 seinää;Ei pohjamaalausta;kyllä;Haastava;Keskitaso;187,59;79,50;99,27;6,20
1698;8633,41;6879,21;3076,79;1139,43;854,57;Rimalaudoitus;Avoräystäs;kyllä;Vaikea, 4 seinää;Pohjamaalaus, 2 seinää;kyllä;Tasainen;Korkea;187,59;87,92;97,48;6,09
1699;8633,41;6879,21;3076,79;1139,43;854,57;Rimalaudoitus;Avoräystäs;kyllä;Vaikea, 4 seinää;Pohjamaalaus, 2 seinää;kyllä;Lievä rinne;Keskitaso;187,59;87,92;97,48;6,09
1700;8633,54;6879,32;3181,49;999,94;749,95;Panelointi;Umpiräystäs;kyllä;Helppo, 4 seinää;Ei pohjamaalausta;kyllä;Haastava;Korkea;174,50;73,08;100,80;6,30
1701;8636,06;6881,32;3095,82;1116,03;837,02;Panelointi;Umpiräystäs;ei;Vaikea, 2 seinää;Pohjamaalaus, 4 seinää;kyllä;Haastava;Keskitaso;174,50;88,74;98,09;6,13
1702;8636,28;6881,49;3037,76;1193,60;895,20;Rimalaudoitus;Umpiräystäs;ei;Vaikea, 4 seinää;Pohjamaalaus, 4 seinää;kyllä;Tasainen;Korkea;187,59;94,03;96,25;6,02
1703;8636,28;6881,49;3037,76;1193,60;895,20;Rimalaudoitus;Umpiräystäs;ei;Vaikea, 4 seinää;Pohjamaalaus, 4 seinää;kyllä;Lievä rinne;Keskitaso;187,59;94,03;96,25;6,02
1704;8637,27;6882,29;3114,47;1092,08;819,06;Panelointi;Avoräystäs;kyllä;Helppo, 4 seinää;Pohjamaalaus, 2 seinää;kyllä;Lievä rinne;Korkea;174,50;83,22;98,68;6,17
1705;8640,44;6884,81;3153,79;1042,00;781,50;Rimalaudoitus;Umpiräystäs;kyllä;Vaikea, 4 seinää;Ei pohjamaalausta;kyllä;Haastava;Keskitaso;187,59;77,19;99,92;6,25
1706;8640,54;6884,89;2970,52;1286,44;964,83;Lomalaudoitus;Umpiräystäs;ei;Helppo, 4 seinää;Pohjamaalaus, 4 seinää;kyllä;Tasainen;Keskitaso;218,13;106,37;94,12;5,88
1707;8651,03;6893,25;3069,98;1161,64;871,23;Rimalaudoitus;Avoräystäs;ei;Ei maalinpoistoa;Pohjamaalaus, 4 seinää;kyllä;Lievä rinne;Korkea;187,59;96,34;97,27;6,08
1708;8653,19;6894,98;3105,39;1116,03;837,02;Panelointi;Umpiräystäs;kyllä;Helppo, 2 seinää;Pohjamaalaus, 4 seinää;kyllä;Lievä rinne;Korkea;174,50;88,74;98,39;6,15
1709;8653,55;6895,26;3094,64;1130,63;847,97;Lomalaudoitus;Avoräystäs;ei;Vaikea, 2 seinää;Ei pohjamaalausta;kyllä;Lievä rinne;Korkea;218,13;89,10;98,05;6,13
1710;8655,65;6896,93;3045,93;1197,14;897,85;Lomalaudoitus;Umpiräystäs;kyllä;Helppo, 2 seinää;Pohjamaalaus, 2 seinää;kyllä;Tasainen;Korkea;218,13;96,58;96,50;6,03
1711;8655,65;6896,93;3045,93;1197,14;897,85;Lomalaudoitus;Umpiräystäs;kyllä;Helppo, 2 seinää;Pohjamaalaus, 2 seinää;kyllä;Lievä rinne;Keskitaso;218,13;96,58;96,50;6,03
1712;8661,52;6901,61;3092,49;1139,43;854,57;Rimalaudoitus;Avoräystäs;ei;Helppo, 4 seinää;Pohjamaalaus, 2 seinää;kyllä;Lievä rinne;Korkea;187,59;87,92;97,98;6,12
1713;8661,61;6901,68;3185,71;1015,20;761,40;Rimalaudoitus;Umpiräystäs;kyllä;Helppo, 2 seinää;Ei pohjamaalausta;kyllä;Haastava;Korkea;187,59;77,19;100,93;6,31
1714;8662,56;6902,44;3056,32;1188,44;891,33;Rimalaudoitus;Avoräystäs;kyllä;Helppo, 2 seinää;Pohjamaalaus, 4 seinää;kyllä;Tasainen;Korkea;187,59;96,34;96,83;6,05
1715;8662,56;6902,44;3056,32;1188,44;891,33;Rimalaudoitus;Avoräystäs;kyllä;Helppo, 2 seinää;Pohjamaalaus, 4 seinää;kyllä;Lievä rinne;Keskitaso;187,59;96,34;96,83;6,05
1716;8664,01;6903,59;3164,32;1045,52;784,14;Panelointi;Umpiräystäs;ei;Vaikea, 2 seinää;Pohjamaalaus, 2 seinää;kyllä;Haastava;Korkea;174,50;80,91;100,26;6,27
1717;8664,59;6904,06;3130,53;1091,00;818,25;Rimalaudoitus;Umpiräystäs;kyllä;Helppo, 2 seinää;Pohjamaalaus, 2 seinää;kyllä;Haastava;Keskitaso;187,59;85,61;99,19;6,20
1718;8668,35;6907,05;3112,53;1117,80;838,35;Rimalaudoitus;Umpiräystäs;ei;Vaikea, 4 seinää;Pohjamaalaus, 2 seinää;kyllä;Lievä rinne;Korkea;187,59;85,61;98,61;6,16
1719;8670,60;6908,85;2994,46;1276,91;957,68;Lomalaudoitus;Avoräystäs;ei;Vaikea, 2 seinää;Pohjamaalaus, 4 seinää;kyllä;Tasainen;Keskitaso;218,13;108,68;94,87;5,93
1720;8671,42;6909,50;3099,35;1137,66;853,25;Panelointi;Avoräystäs;ei;Vaikea, 2 seinää;Pohjamaalaus, 4 seinää;kyllä;Lievä rinne;Korkea;174,50;91,05;98,20;6,14
1721;8672,47;6910,34;3155,46;1063,63;797,72;Rimalaudoitus;Avoräystäs;kyllä;Vaikea, 4 seinää;Ei pohjamaalausta;kyllä;Lievä rinne;Korkea;187,59;79,50;99,98;6,25
1722;8677,12;6914,04;3155,43;1067,15;800,36;Panelointi;Avoräystäs;kyllä;Vaikea, 2 seinää;Pohjamaalaus, 2 seinää;kyllä;Haastava;Keskitaso;174,50;83,22;99,97;6,25
1723;8682,88;6918,63;3150,63;1077,84;808,38;Lomalaudoitus;Umpiräystäs;ei;Ei maalinpoistoa;Ei pohjamaalausta;kyllä;Haastava;Korkea;218,13;86,79;99,82;6,24
